database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	id	blank	standard	1_Location_Staakov_(n.7)_Genotype_Bojos_Field_A	2_Location_Staakov_(n.7)_Genotype_Kangoo_Field_B	3_Location_Kujavy_(n.12)_Genotype_Kangoo_Field_A	4_Location_Staakov_(n.7)_Genotype_Kangoo_Field_B	5_Location_Kujavy_(n.12)_Genotype_Bojos_Field_A	6_Location_Kujavy_(n.12)_Genotype_Sebastian_Field_B	7_Location_Staakov_(n.7)_Genotype_Bojos_Field_A	8_Location_Kujavy_(n.12)_Genotype_Sebastian_Field_B	9_Location_Staakov_(n.7)_Genotype_Sebastian_Field_A	10_Location_Lipa_(n.4)_Genotype_Sebastian_Field_B	11_Location_Kujavy_(n.12)_Genotype_Bojos_Field_A	12_Location_Staakov_(n.7)_Genotype_Sebastian_Field_B	13_Location_Kujavy_(n.12)_Genotype_Kangoo_Field_A	14_Location_Lipa_(n.4)_Genotype_Sebastian_Field_B	15_Location_Lipa_(n.4)_Genotype_Bojos_Field_A	16_Location_Lipa_(n.4)_Genotype_Kangoo_Field_B	17_Location_Lipa_(n.4)_Genotype_Kangoo_Field_A	18_Location_Vysoka¡_(n.6)_Genotype_Sebastian_Field_B	19_Location_Lipa_(n.4)_Genotype_Bojos_Field_A	20_Location_Vysoka¡_(n.6)_Genotype_Sebastian_Field_B	21_Location_Vysoka¡_(n.6)_Genotype_Bojos_Field_A	22_Location_Vysoka¡_(n.6)_Genotype_Kangoo_Field_B	23_Location_Vysoka¡_(n.6)_Genotype_Bojos_Field_A	24_Location_Vysoka¡_(n.6)_Genotype_Kangoo_Field_B	25_Location_Chrlice_(n.10)_Genotype_Sebastian_Field_A	26_Location_Chrastava_(n.2)_Genotype_Kangoo_Field_A	27_Location_Chrastava_(n.2)_Genotype_Bojos_Field_A	28_Location_Chrastava_(n.2)_Genotype_Sebastian_Field_A	29_Location_Chrastava_(n.2)_Genotype_Bojos_Field_B	30_Location_Chrastava_(n.2)_Genotype_Sebastian_Field_B	31_Location_Chrastava_(n.2)_Genotype_Kangoo_Field_B	32_Location_Krasne udoli_(n.8)_Genotype_Sebastian_Field_A	33_Location_Krasne udoli_(n.8)_Genotype_Kangoo_Field_A	34_Location_Krasne udoli_(n.8)_Genotype_Bojos_Field_B	35_Location_Krasne udoli_(n.8)_Genotype_Kangoo_Field_B	36_Location_Krasne udoli_(n.8)_Genotype_Bojos_Field_A	37_Location_Krasne udoli_(n.8)_Genotype_Sebastian_Field_B	38_Location_Zatec_(n.3)_Genotype_Bojos_Field_A	39_Location_Zatec_(n.3)_Genotype_Kangoo_Field_A	40_Location_Zatec_(n.3)_Genotype_Sebastian_Field_A	41_Location_Zatec_(n.3)_Genotype_Bojos_Field_B	42_Location_Zatec_(n.3)_Genotype_Sebastian_Field_B	43_Location_Zatec_(n.3)_Genotype_Kangoo_Field_B	44_Location_Tursko_(n.1)_Genotype_Bojos_Field_A	45_Location_Tursko_(n.1)_Genotype_Sebastian_Field_A	46_Location_Tursko_(n.1)_Genotype_Kangoo_Field_A	47_Location_Tursko_(n.1)_Genotype_Sebastian_Field_B	48_Location_Tursko_(n.1)_Genotype_Bojos_Field_B	49_Location_Tursko_(n.1)_Genotype_Kangoo_Field_B	50_Location_Chrlice_(n.10)_Genotype_Kangoo_Field_B	51_Location_Chrlice_(n.10)_Genotype_Sebastian_Field_A	52_Location_Chrlice_(n.10)_Genotype_Bojos_Field_B	53_Location_Chrlice_(n.10)_Genotype_Kangoo_Field_A	54_Location_Chrlice_(n.10)_Genotype_Bojos_Field_A	55_Location_Uhersky ostroh_(n.11)_Genotype_Kangoo_Field_A	56_Location_Uhersky ostroh_(n.11)_Genotype_Kangoo_Field_B	57_Location_Uhersky ostroh_(n.11)_Genotype_Bojos_Field_A	58_Location_Uhersky ostroh_(n.11)_Genotype_Sebastian_Field_A	59_Location_Uhersky ostroh_(n.11)_Genotype_Sebastian_Field_B	60_Location_Uhersky ostroh_(n.11)_Genotype_Bojos_Field_B	61_Location_Verovany_(n.9)_Genotype_Kangoo_Field_A	62_Location_Verovany_(n.9)_Genotype_Sebastian_Field_A	63_Location_Verovany_(n.9)_Genotype_Bojos_Field_B	64_Location_Verovany_(n.9)_Genotype_Kangoo_Field_B	65_Location_Verovany_(n.9)_Genotype_Sebastian_Field_B	66_Location_Verovany_(n.9)_Genotype_Bojos_Field_A	67_Location_Caslav_(n.5)_Genotype_Sebastian_Field_A	68_Location_Caslav_(n.5)_Genotype_Bojos_Field_B	69_Location_Caslav_(n.5)_Genotype_Kangoo_Field_A	70_Location_Caslav_(n.5)_Genotype_Bojos_Field_A	71_Location_Caslav_(n.5)_Genotype_Kangoo_Field_B	72_Location_Caslav_(n.5)_Genotype_Sebastian_Field_B
CHEBI:16828	C11H12N2O2	N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1	L-Tryptophan	420.20791		TMS	1	24.142	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	98.1				L-Tryptophan, 3TMS derivative	80708	80708	3700519.682	3229147.303	3589464.49	1960114.361	6200526.613	2377259.563	2699116	2910434.19	2235405.47	1537807.907	6492286.893	2676519.266	3819742.687	1791783.318	2350085.389	1069273.796	1227182.821	478217.2928	4065222.23	404864.9135	603412.9687	714599.9981	666872.7819	665436.2304	6475003.82	860181.7186	1539172.824	763683.7486	1869459.444	805176.8568	1114874.636	542775.755	630869.0352	263.2051872	390.6470401	947972.3162	175.6764675	169727.9689	80708	175915.2114	13095.37883	80708	134289.1887	80708	80708	1195184.42	332920.5	1741437.518	360270.692	1489381.184	263.2051872	80708	2952276.901	2541501.066	1974346.8	2076496.503	6310322.193	4542505.427	5862517.154	1064777.754	529422.8456	873540.2554	922981.9452	1726990.14	3166392.793	4314585.467	2079864.533	965988.0046	448778.7846	1612621.747	838808.167	380509.1811
CHEBI:17115	C3H7NO3	N[C@@H](CO)C(O)=O	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	L-Serine	321.16062		TMS	1	13.834	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	98.5				L-Serine, 3TMS	80708	80708	10136230.58	6972990.857	15664256.77	8637506.438	7187708.952	16997830.86	11009821	10334390.52	13968731.34	8575256.648	11999736.02	9085897.024	5141371.669	9731846.102	5666434.43	6713455.885	6830525.53	19732616.11	5375342.998	19204290.04	9863280.942	12222938.56	9387863.151	11407735.57	11428952.2	7636059.349	6382401.832	8883246.399	5505901.721	3930523.214	4244778.457	13139507.41	10045209.01	4451313.74	3703356.446	80708	2192567.798	2188774.694	1557492.681	1405682.445	13095.37883	80708	2003311.19	683242.328	80708	5594008.271	1150089	4670814.779	80708	80708	4451313.74	169457622.8	861323.0673	2229447.853	1745949.117	1787801.547	7790348.618	4900923.314	2553337.506	1959707.909	3632891.558	2812691.652	1589567.93	5507801.561	4615395.363	4212970.705	3371183.616	1498393.05	1216082.975	1703409.001	2061680.661	80708
CHEBI:16414	C5H11NO2	CC(C)[C@H](N)C(O)=O	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1	L-Valine	261.15748		TMS	1	11.388	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	98				L-Valine, 2TMS	80708	80708	9895247.766	8042356.536	14931378.97	11071218.47	8303367.212	16073079.84	14574803	11390994.42	15960875.92	12727192.03	12141372.26	12721264.44	6151212.996	12614403.19	7684719.726	11492154.34	9704164.118	14453833.04	6477681.344	13761940.99	7813689.981	10237333.53	8423215.054	9710877.738	16490633.02	6158470.544	4864863.956	7043104.911	4545057.786	5072638.553	3980718.422	9950249.036	9530981.299	11269203.38	8526902.122	80708	4713009.232	3024312.621	80708	2980348.657	13095.37883	24358617.74	3784072.26	80708	71298227.58	8524566.443	80708	6308083.133	127290939.1	70694898.26	11269203.38	80708	8247775.646	5134064.911	4669256.622	4126943.061	6710326.201	7948043.094	4413913.97	3962555.751	6410900.305	4660598.902	2986889.714	8220193.164	8491617.094	5408096.145	5673077.076	3272826.322	3172315.759	3143376.589	3952069.695	80708
CHEBI:17295	C9H11NO2	N[C@@H](Cc1ccccc1)C(O)=O	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1	L-Phenylalanine	309.15748		TMS	1	17.586	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	98.1				L-Phenylalanine, 2TMS	80708	80708	2927278.483	3253092.398	4264884.015	3573398.494	3253599.161	5012781.639	3472194	4084742.247	3962978.444	4378277.613	3986663.594	3627592.68	3824098.849	4172575.273	3366585.356	5074092.093	4876383.514	4201917.041	3984423.741	3546918.323	2544016.349	4068475.044	2308509.409	3647434.111	4643258.227	3289095.782	2551567.515	2926570.608	3161398.041	2639008.298	2973762.12	3599108.43	4044813.454	5097960.373	3736116.139	998449.4845	1533187.091	1275606.655	80708	1462977.505	13095.37883	80708	1948114.248	80708	8774376.611	3335538.194	80708	3475361.205	24315509.84	19372574.87	5097960.373	80708	3719455.438	1922328.389	1680724.403	1867244.906	2975142.125	3258837.832	2156339.406	2097866.803	3501301.338	2717603.351	1732553.252	5160663.926	3839101.991	2872357.915	3169938.62	1826359.375	1690442.064	1837383.029	2465351.991	80708
CHEBI:15741	C4H6O4	OC(=O)CCC(O)=O	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	Succinic acid	262.10511		TMS	1	13.103	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	98.4				Succinic acid, 2TMS	80708	80708	20508517.1	13578965.61	11896408.75	12727600.16	10049445.07	9867005.581	17223357	9819998.568	15707425.84	11334099.6	9719234.589	13691228.93	7855789.014	12299654.46	12287264.54	12770804.71	12809762.37	14384219.6	12831627.84	14655451.88	12828263.1	16403816.2	14121793.57	17362740.89	12635984.35	13123862.14	10788906.36	15267497	8702983.257	13498567.35	10061763.79	10034360.24	12368399.89	17500820.49	16413609.3	14891319.37	9612723.51	7355464.461	497985.5319	8504228.748	13095.37883	2386650.857	9439320.86	309167.1534	59890264.73	7400582.429	1404629.615	8409434.666	40461406.08	105289426.7	17500820.49	80708	15438353.89	14103832.76	11317310.12	12197072.57	14309138.24	15165131.75	11327549.67	11559413.04	8879123.104	11086156.41	10575576.36	11681821.85	11497011.98	10950617.71	17999061.08	13699292.84	13045187.7	13018768.85	12496021.34	80708
CHEBI:17895	C9H11NO3	N[C@@H](Cc1ccc(O)cc1)C(O)=O	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1	L-Tyrosine	397.19192		TMS	1	21.291	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	97.1				L-Tyrosine, 3TMS	80708	80708	1174354.345	1161439.976	1364407.286	1263906.637	1209397.03	1359549.014	1177558	1194745.006	1186076.206	996605.1245	1311879.546	1069524.099	1244205.026	1029182.796	1182760.382	1443286.431	1354625.97	1540173.086	1317376.993	1216190.42	1112045.332	1740738.214	966475.2996	1673698.893	1231404.684	2001474.475	1557287.738	1792981.462	1555397.07	1416187.79	1616457.687	1698197.281	1917368.763	22284.70585	13854.30531	8560594.942	875867.0968	734812.9107	80708	730244.9156	71041.02507	80708	827466.538	80708	4048543.288	1465409.312	80708	1286577.605	80708	12928147.26	22284.70585	9466601.329	1780864.757	927820.44	1696240.632	1458318.321	1478619.609	2034777.607	285.3919466	1484539.303	1641979.365	1343213.394	1109492.913	2027541.486	1188511.115	1332941.68	1684818.234	1115794.812	1205280.482	1091533.45	1509491.712	8147302.372
CHEBI:17196	C4H8N2O3	N[C@@H](CC(N)=O)C(O)=O	InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1	L-Asparagine	258.12143		TMS	1	15.907	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	GMD	2018	MSI:1		CompoundDiscoverer 3.3	95.2				M000013_A151002-101-xxx_NA_1501,28_TRUE_VAR5_ALK_Asparagine [-H2O], 2TMS	80708	80708	572364.5815	565430.2036	1159780.138	834401.597	761884.8551	977646.0461	1289107	761772.2265	1270169.502	986880.5758	1008913.972	972459.3569	795869.7064	712806.9828	964698.8301	1492832.448	1110389.366	3135975.807	1432672.429	3986907.903	2065620.233	3098784.883	1801144.596	3975501.589	1277095.052	2930769.386	2435295.472	2423268.927	1773901.06	1915558.982	2015205.93	4451277.613	4468163.199	4835452.938	8779555.908	334218484.3	1855932.647	3497330.748	80708	2266517.152	5572561.421	36431800.83	3206690.575	80708	144377370.6	2471369.58	2221022.077	2916020.65	174671138.2	395950793.1	4835452.938	550197495.1	2142640.281	2557505.499	2066886.885	2506144.214	4051037.732	3578237.171	2604337.363	5822275.53	8685525.97	7964863.401	5756766.446	9229405.745	4600833.478	7341528.606	5739865.214	7174619.046	5836969.885	6951213.829	8520645.857	834553564
CHEBI:42111	C3H6O3	C[C@@H](O)C(O)=O	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/t2-/m1/s1	Lactic Acid	234.1102		TMS	1	8.115	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	97.2				Lactic Acid, 2TMS	80708	80708	1338500.784	1285835.992	1103922.57	1006940.844	1372355.094	1135508.949	119	822874.1028	1392890.059	1390403.313	1088462.22	257.5787234	1045509.451	1703635.633	1477159.561	1356838.583	1131004.054	1261218.118	2042739.951	2478507.02	2279322.734	1501302.813	1347728.811	1158385.06	1641571.456	6010086.252	3945167.568	3490774.309	3828909.079	3088546.59	3115161.032	1912234.929	1221005.814	2596644.065	1974179.026	80708	2149727.837	2386795.831	6841290.894	1490176.947	108253820.3	80708	1720790.167	1132474.159	732327.5522	1123213.419	9389289.346	1179277.431	689853.9316	80708	2596644.065	588721.3294	1950377.779	3281516.228	1547828.945	2328071.267	1431135.659	874919.0923	1444264.384	1118682.17	1876282.713	1405671.282	252.3406766	1183056.022	1353811.076	1295442.847	1566902.917	1250804.445	1620281.413	1094774.971	1272862.065	423767.067
CHEBI:18012	C4H4O4	OC(=O)\C=C\C(O)=O	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+	Fumaric acid	260.08946		TMS	1	13.698	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	93.9				Fumaric acid, 2TMS	80708	80708	1717614.96	1108138.028	570835.998	1126615.839	679782.9899	640561.1268	1356085	661616.5157	1790585.468	1029436.505	578732.6967	1563348.896	492215.7369	1408037.909	1086297.755	611203.2773	715202.2797	621900.1035	1009460.377	589151.4443	512138.059	400218.8719	574038.13	389403.96	1348597.447	438398.5994	565353.6219	331.6954495	515968.2186	712916.8906	548846.9435	482980.7083	455433.4439	1762374.454	830753.5321	80708	175.6764675	501521.4222	80708	659110.5326	768861.727	1347404.338	561740.4276	80708	19661125.96	414799.7292	718611.6154	577601.0849	4480981.81	36790635.61	1762374.454	7769615.627	875353.8167	889446.8224	627221.3202	704291.3343	968502.6885	1071818.618	795641.1538	1001834.943	459867.89	683981.5389	536902.4934	565440.7445	966317.656	601267.2287	1220524.86	806297.5761	919936.2203	845403.5445	802713.7977	38209129.83
CHEBI:28757	C6H12O6			Fructose	540.26047		TMS	1	19.835	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	98				Fructose, 5TMS isomer 2	584770.5389	80708	215946.1588	427022.5641	310356.1082	959869.4911	183082.3263	161475.8295	268880	182853.9835	228474.9928	232165.4484	210911.8164	127103.7507	122265.1305	158225.2977	136848.0688	462994.0409	355623.9585	182133.8235	233812.6348	421304.0933	175186.6506	235234.2927	271.8760584	139112.1651	326862.1673	793302.2912	277145.5512	475774.3781	206070.7855	392013.5224	568684.4807	317422.2486	238833.9016	632633.795	345486.3131	80708	6146244.778	1840801.436	562189604.5	2770818.423	63214822.02	82095234.26	5454299.224	691033852.7	94053365.58	261.5287905	154564356.4	37666.58731	93307040.49	120876690.2	632633.795	80708	212905.7839	184155.3942	313341.6243	253414.9916	141403.9832	259377.7631	68748.91902	4486348.006	6564382.247	172723.9714	485778.094	162678.6812	183705.4235	152354.1641	152554.4609	147620.2588	202434.6105	153379.5309	244843.1881	401521699.2
CHEBI:17634	C6H12O6			D-Glucose	540.26047		TMS	1	22.243	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	96.8				D-Glucose, 5TMS isomer 1	80708	80708	33955750.81	48580948.69	69464628.17	56914825.27	52158860.76	80084675.55	61793498	65122107.38	71009646.28	56897561.44	55146424.73	44867975.35	68397440.32	49293271.56	50889811.45	85035129.03	80899031.47	63000173.61	55247874.23	76427502.83	64100622.58	100841493.1	65388842.22	102703756.8	47339547.62	104206527.8	61883142.58	82731374.16	62494328.88	65610701.71	69342219.03	72389544.8	82853839.9	68625581.36	76693997.17	80708	28670176.42	42723598.82	1670803278	32706945.15	13095.37883	80708	31523282.79	1298560120	80708	103172518.1	1120417945	114915787.5	80708	80708	68625581.36	80708	75849148.33	53055655.55	74971873.61	76506659.76	64092521.42	79692432.27	52740313.78	42013817.32	31051844.15	54498991.54	68523734.89	121336513.9	94389966.98	86316154.36	76490957.4	60519899.47	58031893.57	63076963.65	76858058.1	80708
CHEBI:17203	C5H9NO2	OC(=O)[C@@H]1CCCN1	InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1	L-Proline	347.12149		TMS	1	16.985	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	GMD	2018	MSI:1		CompoundDiscoverer 3.3	95.4				M000029_A159001-101-xxx_NA_1583,16_TRUE_VAR5_ALK_Proline [+CO2], 2TMS	80708	80708	6109621.752	6425611.032	23934469.95	10479382.69	4603564.293	20588597.68	7756706	9284994.402	19619784.99	7820520.422	10734911.03	8675117.187	10035942.2	11216868.77	4773054.674	23019473.6	22740963.24	26076422.06	5008367.542	31080505.82	12536487.16	66203456.18	11060018.48	60166130.63	9862796.809	10238630.61	5754448.96	11142331.78	5145089.485	4324335.093	10287638.46	19538050.01	80182525.18	120575877.6	814394597.4	80708	93883428.33	96817567.52	80708	128783164	13095.37883	80708	122023309.6	80708	80708	47815016.03	80708	98841398.69	80708	80708	120575877.6	2027817.913	31537538.1	20528378.46	19815303.31	31424311	6522664.495	26102272.66	16958745.59	154202763	533501492.6	280953508.4	212240704.3	204956540.1	184843799.5	101153552.7	49612375.54	67645965.84	228310263.2	90020518.88	159028580.8	3890005.439
CHEBI:16995	C2H2O4	OC(=O)C(O)=O	InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)	Oxalic acid	234.07381		TMS	1	9.752	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	96.8				Oxalic acid, 2TMS	80708	80708	633160.3043	199.8950718	666653.4211	595760.3329	698294.4278	962779.3924	548728	875829.5116	522772.1958	772844.6016	1110501.633	758974.9529	810488.5057	658639.825	934420.6325	432984.749	656955.0596	894087.0979	996972.8406	729392.4873	930105.4614	655806.7168	1295254.282	605846.1559	628084.0983	1196388.756	2009109.517	1079688.066	1813517.023	1547935.147	1675947.854	1505658.709	1344200.091	609979.5697	1605237.815	16762109452	1477068.219	877331.7772	80708	411943.1009	13095.37883	80708	1599054.139	80708	10598455860	1540499.286	80708	823229.5715	80708	4195460955	609979.5697	35279033900	1084835.971	1380192.47	1226539.783	879164.5129	1327802.665	951973.0461	1273180.863	573924.6944	668526.2143	360527.376	252.3406766	524849.2588	288.6246358	701519.1123	706312.5965	412250.8687	302054.1756	551595.3939	690929.9775	38818041045
CHEBI:17148	C4H12N2	NCCCCN	InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2	Putrescine	376.25761		TMS	1	18.996	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	97.8				Putrescine, 4TMS	80708	80708	834909.2728	703833.4659	1102769.093	883680.7556	1108704.955	759023.4406	1526712	645893.1931	809696.2711	1119167.045	925075.4675	724532.4339	722238.5591	652423.8474	1048756.563	1399574.679	971013.7915	698698.6532	698216.1406	735096.976	677873.523	918355.168	777883.9404	889362.1387	822562.872	588611.8662	296943.4233	499914.0559	248434.4329	225092.0008	255312.5535	494676.7546	616273.1528	972668.0603	986903.0313	80708	142744.1012	192639.0121	51804232.85	168203.4221	2566357.031	24773163.38	184036.5482	57745933.46	6199524.438	353447.0122	44287738.96	368524.6586	9619902.601	80708	972668.0603	6458993.003	635295.8366	621673.9629	428617.9816	451804.7085	444297.54	452218.5598	469521.3543	359744.0713	563045.545	606114.9634	688267.6662	1043965.632	866078.2013	1027759.948	668605.9117	798402.689	674573.5299	784313.4816	762016.4007	80708
CHEBI:17191	C6H13NO2	OC([C@H]([C@H](CC)C)N)=O	InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1	L-Isoleucine	275.17313		TMS	1	12.751	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	98.6				L-Isoleucine, 2TMS	80708	80708	1518735.423	1170830.667	2550496.996	1680181.686	1389647.567	2711818.136	2473991	1888273.294	2298260.987	2291776.911	2038709.669	2173176.886	990126.1458	1992620.808	1102378.89	2230880.848	1765879.686	3004553.279	904738.541	2800334.82	1511696.154	2179217.483	1234226.68	2026264.762	2537741.651	1375859.256	672434.126	1333187.738	614176.2563	314.3584813	504091.1481	2187535.569	1812932.238	1605056.197	1134519.384	80708	1179360.743	668496.2454	2012548.426	642183.875	8678582.947	80708	907823.9801	1233252.402	80708	494289.4141	1754622.962	1302610.557	80708	80708	1605056.197	80708	177506.4253	435610.567	245607.7393	309812.1849	1572644.429	1869633.766	1000956.964	752425.2886	1054560.253	844779.652	596560.1093	1786316.608	1373660.85	1266650.386	1311944.733	712456.1577	571943.67	659187.7254	770589.4862	80708
CHEBI:17053	C4H7NO4	N[C@@H](CC(O)=O)C(O)=O	InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1	L-Aspartic acid	277.11601		TMS	1	14.779	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	95.8				L-Aspartic acid, 2TMS derivative	80708	80708	1343477.025	1098524.096	2379996.359	1082620.385	548224.277	1853898.542	578852	1435674.168	1408795.402	1358949.097	1407303.188	581227.8697	916436.0429	1924462.601	1704704.363	1049048.603	1839708.178	1094172.38	1294534.398	879180.0054	1087834.593	1055899.083	1203100.545	786075.6722	983787.3354	622427.7595	1542572.645	1360031.132	1471678.1	1968830	2804151.318	1319572.764	821606.7275	6908966.888	6743127.357	895781142.8	4382734.684	2483430.528	80708	6958223.16	13095.37883	80708	3273299.771	80708	1488066.585	2048878.967	80708	2804582.702	80708	1622655.579	6908966.888	80708	3731595.684	2187842.023	2883759.24	2609306.289	184792.3365	1433290.668	1654820.454	5666841.393	4674523.527	5695133.968	4402791.975	1673273.416	1886355.599	824396.1004	1730075.619	2634405.484	7900935.421	2014477.446	3406636.734	80708
CHEBI:16977	C3H7NO2	C[C@H](N)C(O)=O	InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1	L-Alanine	305.16571		TMS	1	13.795	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	98.3				L-Alanine, 3TMS	80708	80708	3889843.595	2594996.967	8385676.709	5917200.742	4703156.23	8190045.887	11783650	5493769.343	12899623.06	6335558.819	8843079.189	6961462.717	4857758.228	8277898.79	6955249.525	9349381.526	9914427.873	18890452.91	6178607.078	21364267.09	10097455.98	19278734.25	12468449.13	22782824.92	7210038.409	10136646.75	10153198.32	10234268.18	7221496.398	6369979.013	9051393.222	15043739.92	19609719.98	129397229.3	352131550.4	80708	59215233.45	171279133.7	80708	299467836.6	79310335.28	80708	157994178.4	80708	80708	25645749.97	80708	82304742.38	80708	80708	129397229.3	80708	32619299.36	33656548.34	31785791.21	39874812.63	20253331.49	22752683.56	22215035.49	266925953.8	480365576	340145861.8	316947720.4	159315840.7	91191951.38	85399536.22	67880709.25	155200537.3	305173699.1	163054563.4	387561667.5	80708
CHEBI:506227	C8H15NO6	CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O	InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5-,6-,7-,8?/m1/s1	N-Acetyl-D-glucosamine	538.27404		TMS, MOX	1	22.767	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	92				N-Acetyl-D-glucosamine, tetrakis(trimethylsilyl) ether, methyloxime (syn)	80708	80708	2226736.847	1454061.557	899324.3791	1040354.637	1372835.737	1049694.216	2428844	963027.3846	1818397.223	1307092.51	1043058.553	1926925.705	682089.8118	1317730.609	1536291.412	1159830.808	792595.1154	1361198.512	1412206.46	1325257.878	1708354.813	1209125.562	1690953.964	1248778.819	1425514.207	1458296.622	1703547.87	1687732.558	1960519.579	1707229.935	1214222.234	871043.9084	809003.7645	1576547.463	950841.326	754384.055	753074.8231	780675.5898	162077118.7	612431.2941	24653146.61	2717868.104	335519.0108	161128184.2	23231582.17	1018203.69	221759198.7	1781646.113	889322.3726	7866375.132	1576547.463	1265915.569	877608.0411	1135621.766	1000313.603	1209458.511	1685298.974	1708186.82	1788036.36	1284023.895	323612.7567	1083980.983	1349904.92	888919.722	1531563.468	1453584.333	1371139.814	1427197.77	844999.8382	1383890.598	966521.736	7947034.382
